Week,Control,StimBlue+,StimBlue+ + NaCl,NaCl
1,200.9788884,183.150684,94.2053448,147.27413
1,233.0383392,323.1797184,97.9383328,190.5552396
1,160.394424,164.1917652,353.7261716,153.870766
1,155.3667672,156.0983424,123.2865256,188.411306
1,120.9481784,192.941952,151.0803416,218.230476
1,140.4440856,201.6670964,209.8866,189.833028
1,154.1571168,148.3538548,147.96936,159.8291268
1,160.5489204,154.5983552,227.5964096,146.751568
2,170.866547,200.198502,100.93872,103.7413688
2,166.172791,146.08078,114.8381472,171.1732992
2,179.329453,214.846756,163.8765732,121.122386
2,59.716698,102.138557,245.1779784,230.7842352
2,134.949371,187.851181,168.6497928,180.092098
2,115.994751,187.912064,117.6224072,215.4570264
2,82.470818,196.606415,140.1800816,154.735904
2,193.808884,171.913239,196.2616008,149.0549888
2,244.814056,131.737869,119.448628,172.7659168
2,97.150368,185.381622,238.5497176,139.2569088
2,113.508774,208.167816,216.1455888,135.460368
2,101.612076,175.052948,214.5064728,122.8398768
3,174.709763,220.60144,141.126602,82.536659
3,206.564133,254.875122,142.309723,97.960442
3,103.590286,203.895035,100.473305,118.599777
3,89.424416,140.677109,106.88546,212.910278
3,112.623184,210.822968,83.125359,215.883499
3,94.957886,222.732788,83.854309,224.760742
3,110.018799,163.065659,79.933479,144.295761
3,93.641464,157.752029,86.205948,130.559479
3,102.350266,131.382462,80.097885,139.561981
3,129.930908,127.29425,146.753235,78.834076
3,137.771805,144.668396,168.26712,74.95871
3,127.969383,186.832306,96.653099,54.538147
4,158.325043,213.709991,47.2421248,36.8448472
4,197.512894,242.225784,27.435132,32.622744
4,141.371033,240.789551,35.3389176,45.50044
4,306.074036,183.356308,34.3741268,33.1557928
4,90.367386,101.003761,51.3669552,37.757596
4,129.572479,199.339462,59.692224,53.284094
4,160.927048,75.42485,30.5176776,89.2547676
4,211.934357,42.544312,50.5408968,76.960264
4,202.966202,70.358719,45.5096124,86.8258584
4,222.290573,41.675495,57.1196424,52.3032832
4,185.437225,63.203106,68.5342152,51.877446
4,144.367096,79.156395,67.7641216,70.4478468
4,311.547638,179.831726,109.826972,51.582036
4,,,25.54288,53.2189808
4,,,39.9462308,60.9477744
4,,,77.8328928,55.266176
4,,,89.0403692,57.6962368
4,,,162.4107632,67.710864
4,,,,38.0982352
4,,,,32.4429196
5,100.048615,150.005463,7.224812,20.749618
5,142.368347,194.057526,12.7403496,8.4428072
5,163.819855,147.200363,9.0956712,42.424452
5,126.555923,107.944969,4.4473176,56.3261952
5,52.868378,138.617737,2.2501824,33.90533
5,90.443558,67.233391,20.4802176,26.5706104
5,135.971802,,8.6693984,
5,124.392227,,15.99054,
5,134.992615,,32.087048,
5,112.681412,26.710306,8.675508,40.5857488
5,204.192596,50.527946,35.4502512,8.9442032
5,126.865456,52.974495,15.756156,15.84264
6,28.098743,139.946503,,50.0889688
6,40.752178,153.593109,,71.4491388
6,58.428032,155.054962,,59.257884
6,82.751907,53.78466,,
6,38.687702,40.945023,,
6,39.316994,72.11013,,
6,93.132965,123.739761,15.5721224,
6,94.568741,22.682798,50.1722624,
6,64.058563,54.524239,20.0590448,
6,112.254173,140.702545,,52.61567
6,107.359131,149.397919,,91.6465912
6,37.247612,129.946655,,9.644472
7,42.51553,61.205616,,57.2525184
7,42.304493,218.900436,,27.8370664
7,38.487236,97.469429,,32.9445488
7,161.514008,43.441437,,51.70158
7,58.494923,100.98851,,
7,133.234726,62.79649,,
7,89.77916,98.413475,,
7,123.286804,83.976486,,
7,107.069641,46.20118,,
7,71.076836,138.065262,,
7,82.385277,157.943878,,
7,57.713551,130.816376,,
7,,,,
7,,,,
8,28.305645,28.292828,68.5447504,39.4313968
8,22.525696,51.612183,64.4431796,47.440536
8,27.83551,38.178406,53.3699936,70.9258288
8,66.811333,65.350113,,
8,29.908087,49.845501,,
8,27.097256,50.240108,,
8,132.501678,42.719116,,
8,35.750618,63.680523,,
8,38.506035,24.510098,,
8,25.464403,179.142487,,
8,79.874908,114.41774,,
8,61.454784,159.246338,,
8,,,,
9,186.818176,97.117348,79.01149,95.866173
9,204.970093,117.066307,122.971252,81.242775
9,68.87764,184.448929,80.013107,96.715134
9,102.190788,191.419037,,
9,42.755138,165.39061,,
9,89.904648,137.960785,,
9,219.476685,161.767029,,
9,174.392853,243.970383,,
9,130.527802,110.007713,,
9,87.195007,238.176849,,
9,194.033417,211.912598,,
9,86.861809,174.727814,,
10,164.68454,118.206322,,69.3426324
10,133.375351,298.914886,,44.65605
10,142.571106,229.005417,,72.9240588
10,215.566849,173.957825,,
10,162.834869,223.828278,,
10,192.027405,131.598648,,
10,212.158569,186.133713,,
10,302.184387,163.963165,,
10,170.088791,181.928177,,
10,43.049759,42.135887,,
10,47.285347,34.063271,,
10,54.763115,35.340187,,
11,94.326492,77.328384,,
11,42.806526,97.774582,,
11,46.735283,58.021431,,
11,70.504074,53.046619,,
11,30.715555,68.547859,,
11,37.125175,50.254486,,
11,57.055733,78.042618,,
11,53.847492,106.939186,,
11,54.794334,102.579124,,
11,112.367538,106.095131,,
11,30.831738,108.830811,,
11,54.906731,86.281776,,
11,67.805176,,,
12,89.602303,79.731445,,
12,102.901207,83.024612,,
12,49.274242,104.798782,,
12,138.755646,44.311626,,
12,81.398857,71.640953,,
12,70.435562,56.647583,,
12,114.191811,131.776062,,
12,88.304474,146.816101,,
12,163.385971,116.006798,,
12,140.304474,129.337723,,
12,45.940605,156.794861,,
12,85.969452,166.63942,,
13,50.483646,68.099716,,
13,51.387257,72.223862,,
13,57.760155,78.276871,,
13,56.650398,65.174652,,
13,66.149223,67.922211,,
13,88.933998,73.629623,,
13,103.640381,107.427124,,
13,107.038353,96.504166,,
13,122.889954,119.186844,,
13,56.939678,74.059021,,
13,86.159622,71.948959,,
13,80.75296,71.200119,,
,,,,
,,,,
,,,,
